   5.3083338723373432E-310   8.8348741151764360E-017
   0.0000000000000000      -0.71978499198004076     
   1.0104474899678855E+271 -0.44485158963573568     
   5.8343941818672773E+252  0.44485158963573557     
   9.7650857650532310E+199  0.71978499198004076     
   1.3849676410032371E+219   2.6504622345529308E-016
   2.9229613418697511E-014 -0.71978499198004076     
   1.7420354635826357E-152 -0.44485158963573590     
   6.4390401895804520E-154  0.44485158963573551     
   1.3095235680243215E-306  0.71978499198004087     
